职业类型,职业名称,薪资,地址,资历,学历要求,职业类型,职业简介,公司名称,公司规模,公司类型,时间
Golang,Golang,30-50K·15薪,北京,5-10年,本科,"Golang
Kubernetes
MySQL
计算机相关专业
Golang服务端开发经验
系统架构设计经验","团队介绍：抖音开放平台团队，负责合理开放抖音产品能力、小程序、抖音钱包等工具的维护。面对多样需求，连接外部优质服务、商品、内容，助力抖音各业务更好地满足用户需求。同时，我们也将做好更精细的开发者/服务商运营，配合能力和数据的安全治理，保证业务生态长期可持续发展。业务方向多元化，期待你的加入，和我们一起打造一个更为丰富的开发者生态。
1、负责抖音小程序私域、主动访问等场景的流量增长的研发管理工作；
2、通过技术上的设计、迭代和优化服务架构，提高系统安全性和稳定性；
3、联合产品和运营团队发现和解决好业务问题，促进业务目标达成；
4、负责技术团队搭建、人才培养和团队管理工作 。
职位要求
1、本科及以上学历，计算机、通信等相关专业，5年以上工作经验，且具备团队管理经验；
2、扎实的计算机基础知识，较强的逻辑理解能力和学习能力；
3、熟悉python、php、C++、java、golang中的至少一门语言；
4、熟悉Mysql 、Memcache、Redis、消息队列等常用服务组件，有定制化改进经验者优先；
5、有较强软件架构设计能力，较强的代码优化能力；
6、熟悉互联网架构体系，对微服务拆分、服务治理、负载均衡、流控等有较好的理解和实践；
7、积极主动、自驱力强，深入了解业务并与业务中各角色建立沟通，能独立负责一块业务，迅速推进项目与问题的解决。",字节跳动,10000人以上,互联网,2024上半年
Golang,服务端开发工程师 - 电商,20-40K·15薪,北京,经验不限,本科,"Golang
Go
Golang服务端开发经验
计算机相关专业
SQL","1、负责用户侧、后台的服务器端开发；
2、对现有架构、性能进行优化；
3、探索字节系平台（抖音、抖音火山版、头条、西瓜等）内容电商业务模式，承担系统的设计开发维护工作。
职位要求
1、精通Go开发，或者有意向转Go，有较强的架构能力和良好代码规范；
2、精通GNU Linux，熟悉SQL，并了解常用的SQL优化技巧，熟悉MySQL，并掌握常用性能优化技巧；
3、熟悉Memcached或Redis、MongoDB等NoSQL技术，有大规模系统设计和开发经验者优先；
4、学习能力强，具备良好的问题分析和解决能力，对新技术有敏感性并愿意致力于新技术研究；
5、质量意识高，对项目质量追求完美；
6、沟通能力强，良好的团队合作精神；
7、计算机、通讯、数学等相关专业本科以上学历。",字节跳动,10000人以上,广告营销,2024上半年
Golang,golang开发工程师,14-17K,杭州,3-5年,本科,"Golang
Golang服务端开发经验
中大型项目开发经验
计算机相关专业","岗位要求：
1. 学历要求：本科及以上学历，计算机相关专业优先。
2. 工作经验要求：具有2年以上 Go 语言开发经验，有成功案例/项目优先。
3. 技能要求：
- 熟练掌握 Go 语言，熟悉常用的 Go 语言开发框架和工具；
- 熟悉常用的数据结构和算法，具有良好的编程习惯和代码风格；
- 熟悉 Linux 操作系统，熟悉网络编程和数据库编程；
- 具有良好的团队合作精神和沟通能力；
- 具有较强的问题分析和解决能力。
工作职责：
- 负责开发、测试和维护公司的 Go 语言相关项目；
- 与团队成员合作，共同完成项目的技术方案和实施计划；
- 解决项目中出现的技术问题，确保项目按时高质量完成",慧博云通,1000-9999人,计算机软件,2024上半年
Golang,搜索后台开发工程师,20-40K·16薪,北京,3-5年,本科,"分布式技术
搜索算法","工作职责：
1负责微视搜索业务后台研发工作，满足海量索引数据基础召回的性能和效果，确保搜索能力的高效易用。
岗位要求：
1、熟练掌握C/C++/java编程，熟悉Linux平台下的开发调试，熟悉python/shell等脚本语言；
2、熟练掌握常用数据结构算法和设计模式；
3、熟悉分布式系统的设计和应用，有海量服务相关经验者优先；
4、具备搜索引擎相关开发经验，熟悉搜索引擎核心模块的架构和实现；
5、具备良好的程序员职业素养，爱学习，追求开发高质量的代码；
6、具备良好沟通能力和团队意识，具有产品意识和创造力，能承担工作压力，有责任心。""",腾讯,10000人以上,互联网,2024上半年
Golang,高级容器开发工程师,20-40K·16薪,深圳,5-10年,本科,"Java
Linux","【岗位描述】：
1、负责荣耀云原生平台核心产品及后端架构设计与开发工作，研发和落地“以应用为中心”的云平台架构；
2、以Kubernetes为核心，构建复杂应用在多云、混合云上的统一交付和全栈自动化运维能力；
3、以Kubernetes为核心推动并打造下一代 ""以应用为中心"" 的平台基础技术体系，满足企业级PaaS产品的能力要求；
6. 持续推动包括云原生应用平台的基础底座、标准云原生标准 PaaS 构建、用技术打造持续的云产品生命力与竞争力；
【岗位要求】：
1、熟练掌握Golang、Java或Python语言开发，有良好的编码习惯；
2、熟悉Kubernetes的系统架构和编程范式，有Operator扩展或相关产品研发经验优先；
3、对Linux系统有深入的理解，熟悉docker及相关的网络和存储技术，有生产环境下的开发运维经验优先
4、熟悉云原生技术栈，包括容器、k8s、ServiceMesh、Serverless、Istio等；
5、熟悉分布式系统架构，具备 微服务、监控 等相关领域知识经验优先；
6、具有PaaS容器平台的建设经验，熟悉各开源PaaS软件底层架构原理；有大规模容器化生产环境落地经验者优先
7、具备良好的逻辑思考能力、沟通能力和团队协同能力，有很强的技术热情和自我驱动力
工作地点：深圳 学历要求：全日制本科及以上 工作年限：5年及以上；",荣耀终端有限公司,10000人以上,消费电子,2024上半年
Golang,Golang,30-60K·18薪,成都,3-5年,本科,"后端开发
Go
架构师
高级软件工程师","岗位名称：
腾讯 天美 L1 王者荣耀项目组
王者营地golang开发工程师（高级/资深）
岗位职责：
参与王者营地App开发
职位要求：
1. 本科及以上学历
2. 深刻理解产品需求，设计合理的架构支持业务高效迭代
3. 良好的计算机基础和算法数据结构能力
4. 至少3年以上服务端开发经验，熟悉go语言原理及其开发生态
5. 熟悉常见数据库 redis MySQL 和消息中间件 kafka pulsar等
加分项：
1. 热爱技术，维护或参与过开源项目
2. 有社区类app后台开发经验
3. 有良好的trouble shooting能力",腾讯Tencent,10000人以上,互联网,2024上半年
Golang,Golang工程师,10-15K,西安,1-3年,本科,"后端开发
软件工程师","职位描述：
1. 采用Go语言(Golang)开发稳健可扩展的后端程序；
2. 为各产品需求设计架构，开发后端所有功能服务，同团队成员合作并积极提出建议和反馈；
3. 同产品和设计团队协作，理解用户需求，归纳功能用例，并转化为高效的技术解决方案；
4. 重点及难点技术攻坚，并按时交付研究成果。",艾润物联网,100-499人,互联网,2024上半年
Golang,go服务端开发工程师,13-18K·13薪,福州,3-5年,本科,"Golang
计算机相关专业
Golang服务端开发经验
vue
游戏服务端经验","1、制定服务端核心代码框架、架构设计、相关功能模块开发，API接入；
2、负责游戏后台系统的设计及编码、服务器日常维护开发及性能调优；
3、制定服务端开发流程和标准，对项目的服务端开发质量负责；
4、自主分析理解策划案，合理预估工作量，设计合理的功能开发模式；
5、负责服务端开发模块的划分、协调服务端开发团队的分工。
岗位要求：
1、本科及以上学历，计算机相关专业；
2、2年以上工作经验，近2年以上游戏服务端开发经验，参与过完整的上线项目；
3、熟悉linux操作系统，精通C++/Go，具有扎实的编程基础，良好的编程习惯以及代码规范；
4、熟悉计算机原理，操作系统，数据结构等基础知识；
5、熟悉网络编程，TCP、HTTP、以及Websocket编程；
6、熟练使用MySql、MongoDB、redis等常用数据库；
7、熟练使用Etcd、消息队列、rpc框架；
8、熟悉Actor/CSP等高并发模型，有高性能分布式游戏服务器开发经验者优先。
9、负有责任心，能把控后台的开发进度及质量；
10、良好的英语读写能力，能关注行业内技术发展动态。",贰零肆捌,0-20人,计算机软件,2024上半年
Golang,Go初中级开发工程师,10-15K·13薪,广州,1-3年,本科,"golang
go","?业务方向:
日志采集，数据采集，采控平台
岗位职责:
1. 需求调研，开发设计；
2. 根据开发设计完成代码编写，调试，测试和维护；
岗位要求：
1. 本科以上学历，1-2年以上开发经验，良好的编程能力
2. 扎实的Go基础，熟练使用至少一种语言，不限于：c/c++，Python等；
3. 熟练使用linux系统，良好的系统调优能力；
4. 友好的沟通能力和协调能力，对技术有激情，责任心强，勇于接受挑战。
?",云智慧,1000-9999人,企业服务,2024上半年
Golang,KOOK语音后端PHP/Golang研发实习生,200-250元/天,北京,4天/周 6个月,本科,"PHP
Golang
计算机相关专业","任职要求：
1. 扎实的计算机基础，对操作系统、数据结构、数据库、计算机网络有较好的理解；
2. 熟悉PHP、golang、java、c++至少一门语言；
3. 熟悉mysql、redis、es、mq等相关的存储计算中间件加分；
4. 良好的沟通和团队协作能力；
4. 每周至少实习4天；",逍遥一下,20-99人,互联网,2024上半年
Golang,资深后端研发工程师-电商,40-60K·15薪,上海,3-5年,本科,"Golang
Java","职位描述-急招
1、负责电商运营、治理等数据服务平台系统设计和开发；
2、持续改善已有服务，优化系统薄弱点，提升系统性能和稳定性；
3、根据产品需求提供优秀的设计和高质量的代码，提升系统可扩展性；
4、优化和改进研发流程与工具，提高工作效率。
职位要求
1、五年以上工作经验，有风控、审核和运营业务经验更佳；
2、有Flink, Storm等实时数据处理的研发经验更佳
3、理解计算机原理，有良好的数据结构和算法基础，熟悉Linux系统级编程，有良好的代码能力；
4、对常见的存储系统和中间件都有较好的理解；
5、自我驱动，踏实靠谱，对技术有追求，始终以最好的结果作为工作的最终目标。
6、有一门擅长的语言 c/c++/java/go",今日头条,10000人以上,互联网,2024上半年
